,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
16001,30.0,self-employed,,secondary,no,192.0,no,no,cellular,22.0,jul,423.0,1.0,-1.0,0.0,,no
16002,29.0,student,single,tertiary,no,652.0,yes,no,cellular,22.0,jul,285.0,1.0,-1.0,0.0,,no
16003,37.0,admin.,,secondary,no,121.0,no,no,cellular,22.0,jul,22.0,6.0,,0.0,,no
16004,53.0,entrepreneur,married,secondary,no,0.0,yes,no,cellular,22.0,jul,200.0,1.0,,,,no
16005,49.0,unemployed,married,secondary,no,,no,yes,cellular,22.0,jul,,1.0,,,,no
16006,40.0,management,,tertiary,no,268.0,yes,no,cellular,22.0,jul,352.0,3.0,-1.0,0.0,,no
16007,,housemaid,married,primary,no,380.0,yes,no,cellular,22.0,jul,188.0,5.0,-1.0,0.0,,no
16008,27.0,management,,tertiary,no,,yes,yes,cellular,22.0,jul,506.0,1.0,-1.0,0.0,,no
16009,34.0,admin.,,secondary,no,,no,yes,cellular,22.0,jul,,2.0,-1.0,0.0,,no
16010,40.0,entrepreneur,,secondary,no,0.0,yes,no,cellular,22.0,jul,117.0,1.0,-1.0,,,no
16011,,technician,,secondary,no,7.0,yes,no,cellular,22.0,jul,188.0,2.0,,0.0,,no
16012,32.0,management,single,tertiary,no,0.0,yes,no,cellular,22.0,jul,,2.0,-1.0,0.0,,no
16013,33.0,technician,,tertiary,no,0.0,yes,no,cellular,22.0,jul,65.0,1.0,,0.0,,no
16014,,technician,married,secondary,no,1118.0,yes,no,telephone,22.0,jul,,1.0,-1.0,,,no
16015,37.0,services,,secondary,no,0.0,yes,no,cellular,22.0,jul,272.0,1.0,,0.0,,no
16016,29.0,admin.,single,tertiary,no,89.0,yes,no,cellular,22.0,jul,120.0,1.0,,0.0,,no
16017,56.0,blue-collar,married,secondary,no,,yes,no,telephone,22.0,jul,,1.0,-1.0,0.0,,no
16018,28.0,self-employed,married,tertiary,no,476.0,no,yes,cellular,22.0,jul,,1.0,,0.0,,no
16019,,unemployed,,tertiary,no,,yes,no,cellular,22.0,jul,,2.0,-1.0,0.0,,no
16020,30.0,management,,tertiary,no,,no,yes,cellular,22.0,jul,,1.0,-1.0,,,no
16021,54.0,housemaid,,primary,no,,yes,no,cellular,22.0,jul,,2.0,-1.0,,,no
16022,,blue-collar,,secondary,no,0.0,no,yes,cellular,22.0,jul,,2.0,,,,no
16023,35.0,technician,,tertiary,no,328.0,yes,no,cellular,22.0,jul,654.0,2.0,-1.0,0.0,,yes
16024,26.0,blue-collar,married,primary,no,399.0,yes,no,cellular,22.0,jul,,2.0,-1.0,0.0,,no
16025,,management,,secondary,no,0.0,yes,yes,cellular,22.0,jul,,1.0,-1.0,0.0,,no
16026,60.0,housemaid,,primary,no,0.0,no,yes,telephone,22.0,jul,124.0,1.0,-1.0,0.0,,no
16027,28.0,blue-collar,single,secondary,no,,no,no,telephone,22.0,jul,,16.0,-1.0,0.0,,no
16028,55.0,entrepreneur,,tertiary,no,1730.0,no,no,cellular,22.0,jul,,3.0,,0.0,,no
16029,45.0,admin.,married,secondary,no,0.0,no,no,cellular,22.0,jul,73.0,2.0,-1.0,0.0,,no
16030,,management,single,tertiary,no,-295.0,no,yes,cellular,22.0,jul,,2.0,-1.0,0.0,,no
16031,30.0,management,,tertiary,no,,no,no,cellular,22.0,jul,,1.0,,0.0,,no
16032,25.0,admin.,single,secondary,no,18.0,yes,no,cellular,22.0,jul,129.0,1.0,-1.0,0.0,,no
16033,,technician,married,secondary,no,,yes,yes,cellular,22.0,jul,106.0,2.0,-1.0,,,no
16034,33.0,admin.,,secondary,no,252.0,yes,no,cellular,22.0,jul,,2.0,-1.0,0.0,,no
16035,49.0,blue-collar,,primary,no,247.0,no,yes,cellular,22.0,jul,283.0,1.0,-1.0,0.0,,no
16036,33.0,blue-collar,married,secondary,no,1924.0,yes,yes,cellular,22.0,jul,,1.0,-1.0,0.0,,no
16037,44.0,management,,tertiary,no,-199.0,yes,no,telephone,22.0,jul,261.0,12.0,-1.0,0.0,,no
16038,55.0,technician,,tertiary,no,255.0,no,no,cellular,22.0,jul,,1.0,-1.0,0.0,,no
16039,44.0,technician,,tertiary,no,342.0,yes,no,cellular,22.0,jul,,1.0,-1.0,0.0,,no
16040,,management,married,tertiary,no,,yes,no,cellular,22.0,jul,,1.0,-1.0,0.0,,no
16041,,management,,secondary,no,-1.0,no,no,cellular,22.0,jul,139.0,1.0,-1.0,0.0,,no
16042,,technician,,tertiary,no,145.0,no,no,cellular,22.0,jul,,2.0,-1.0,0.0,,yes
16043,,management,,tertiary,no,877.0,yes,no,cellular,22.0,jul,611.0,1.0,-1.0,0.0,,no
16044,42.0,management,divorced,tertiary,no,621.0,no,yes,cellular,22.0,jul,,2.0,-1.0,0.0,,no
16045,31.0,management,single,tertiary,no,78.0,yes,no,cellular,22.0,jul,,2.0,,0.0,,no
16046,36.0,admin.,,tertiary,no,0.0,yes,no,cellular,22.0,jul,62.0,1.0,-1.0,0.0,,no
16047,43.0,blue-collar,married,primary,yes,0.0,no,yes,cellular,22.0,jul,,8.0,-1.0,0.0,,no
16048,,management,,tertiary,no,,no,yes,cellular,22.0,jul,,1.0,-1.0,0.0,,no
16049,30.0,management,married,tertiary,no,3.0,yes,no,cellular,22.0,jul,67.0,9.0,-1.0,,,no
16050,30.0,entrepreneur,single,tertiary,no,676.0,no,yes,cellular,22.0,jul,214.0,1.0,-1.0,0.0,,no
16051,26.0,technician,single,secondary,no,1842.0,yes,yes,cellular,22.0,jul,,1.0,-1.0,0.0,,no
16052,34.0,technician,,secondary,no,201.0,no,no,cellular,22.0,jul,257.0,2.0,-1.0,0.0,,no
16053,26.0,blue-collar,,primary,no,5116.0,yes,no,cellular,22.0,jul,,3.0,-1.0,0.0,,no
16054,30.0,services,single,secondary,no,311.0,yes,no,cellular,22.0,jul,,1.0,,0.0,,no
16055,50.0,admin.,divorced,secondary,no,175.0,no,no,cellular,22.0,jul,112.0,3.0,-1.0,,,no
16056,59.0,housemaid,married,primary,no,5.0,no,yes,telephone,22.0,jul,,2.0,,0.0,,no
16057,,blue-collar,married,secondary,no,5275.0,no,yes,cellular,22.0,jul,,3.0,-1.0,0.0,,no
16058,,management,,tertiary,no,,yes,no,cellular,22.0,jul,211.0,3.0,,0.0,,no
16059,52.0,technician,,secondary,no,83.0,no,no,telephone,22.0,jul,135.0,3.0,-1.0,0.0,,no
16060,32.0,services,single,tertiary,no,143.0,yes,yes,cellular,22.0,jul,,3.0,-1.0,,,no
16061,,blue-collar,married,primary,no,413.0,yes,no,cellular,22.0,jul,443.0,1.0,-1.0,0.0,,no
16062,,management,,tertiary,no,149.0,yes,yes,cellular,22.0,jul,,1.0,-1.0,0.0,,no
16063,43.0,technician,married,primary,no,,yes,no,cellular,22.0,jul,578.0,1.0,-1.0,0.0,,no
16064,,management,,tertiary,no,2183.0,yes,no,cellular,22.0,jul,209.0,1.0,-1.0,0.0,,no
16065,41.0,admin.,,secondary,no,2993.0,yes,no,cellular,22.0,jul,24.0,12.0,-1.0,0.0,,no
16066,35.0,blue-collar,married,secondary,no,,no,yes,cellular,22.0,jul,675.0,2.0,,0.0,,no
16067,41.0,management,divorced,,no,465.0,yes,no,cellular,22.0,jul,,1.0,-1.0,0.0,,yes
16068,29.0,technician,single,,no,0.0,no,yes,cellular,22.0,jul,,6.0,-1.0,0.0,,no
16069,31.0,blue-collar,single,secondary,no,1139.0,yes,no,cellular,22.0,jul,101.0,1.0,,0.0,,no
16070,,self-employed,married,secondary,no,,yes,no,cellular,22.0,jul,632.0,1.0,-1.0,0.0,,no
16071,32.0,management,married,tertiary,no,,no,no,cellular,22.0,jul,,17.0,,,,no
16072,27.0,services,,tertiary,no,9965.0,yes,no,cellular,22.0,jul,662.0,1.0,-1.0,0.0,,no
16073,28.0,management,single,tertiary,no,,yes,no,cellular,22.0,jul,263.0,2.0,-1.0,0.0,,no
16074,32.0,admin.,married,secondary,no,57.0,no,yes,cellular,22.0,jul,50.0,2.0,-1.0,0.0,,no
16075,,technician,married,secondary,no,272.0,no,yes,telephone,22.0,jul,563.0,1.0,-1.0,0.0,,no
16076,27.0,blue-collar,single,secondary,no,-247.0,no,yes,cellular,22.0,jul,,1.0,-1.0,0.0,,no
16077,51.0,blue-collar,married,secondary,no,,yes,yes,cellular,22.0,jul,,2.0,-1.0,0.0,,no
16078,55.0,management,divorced,tertiary,no,3092.0,yes,no,cellular,22.0,jul,165.0,2.0,-1.0,,,no
16079,,entrepreneur,divorced,secondary,no,,no,yes,telephone,22.0,jul,275.0,4.0,,0.0,,no
16080,55.0,services,,secondary,yes,-404.0,yes,no,cellular,22.0,jul,502.0,3.0,-1.0,0.0,,no
16081,,services,,secondary,no,,no,no,cellular,22.0,jul,405.0,2.0,,0.0,,no
16082,,management,married,tertiary,no,,no,yes,cellular,22.0,jul,,1.0,-1.0,,,no
16083,45.0,admin.,,secondary,no,,no,yes,telephone,22.0,jul,92.0,1.0,,0.0,,no
16084,26.0,student,,secondary,no,141.0,no,no,cellular,22.0,jul,128.0,1.0,,,,no
16085,50.0,housemaid,married,secondary,no,0.0,yes,no,cellular,22.0,jul,160.0,1.0,-1.0,0.0,,no
16086,27.0,technician,,secondary,no,285.0,no,no,cellular,22.0,jul,139.0,1.0,-1.0,0.0,,no
16087,43.0,services,married,secondary,no,,no,no,cellular,22.0,jul,183.0,1.0,-1.0,0.0,,no
16088,35.0,services,,secondary,no,33.0,yes,no,cellular,22.0,jul,,1.0,-1.0,0.0,,no
16089,48.0,services,,primary,no,204.0,yes,no,cellular,22.0,jul,134.0,1.0,-1.0,0.0,,no
16090,33.0,services,married,secondary,no,,yes,no,cellular,22.0,jul,487.0,4.0,-1.0,0.0,,no
16091,41.0,management,,tertiary,no,9.0,yes,no,cellular,22.0,jul,82.0,3.0,-1.0,0.0,,no
16092,34.0,management,,tertiary,no,,yes,no,cellular,22.0,jul,,1.0,-1.0,0.0,,no
16093,,blue-collar,,primary,no,,yes,no,cellular,22.0,jul,283.0,6.0,-1.0,,,no
16094,,technician,single,secondary,no,,yes,yes,cellular,22.0,jul,,1.0,-1.0,0.0,,no
16095,,services,,secondary,yes,-1.0,no,no,cellular,22.0,jul,60.0,2.0,,0.0,,no
16096,39.0,self-employed,married,tertiary,no,127.0,no,no,cellular,22.0,jul,77.0,1.0,-1.0,0.0,,no
16097,37.0,management,,tertiary,no,347.0,yes,no,cellular,22.0,jul,,1.0,,0.0,,no
16098,50.0,blue-collar,married,secondary,no,,no,yes,cellular,22.0,jul,,1.0,-1.0,0.0,,no
16099,60.0,retired,married,secondary,no,1339.0,no,yes,cellular,22.0,jul,,1.0,,0.0,,no
16100,30.0,blue-collar,married,secondary,no,,yes,no,cellular,22.0,jul,661.0,2.0,-1.0,0.0,,no
16101,,services,,secondary,no,,no,yes,cellular,22.0,jul,445.0,2.0,-1.0,0.0,,no
16102,32.0,entrepreneur,married,tertiary,no,964.0,yes,no,cellular,22.0,jul,370.0,2.0,-1.0,0.0,,no
16103,,admin.,single,secondary,no,321.0,yes,no,cellular,22.0,jul,,7.0,-1.0,0.0,,no
16104,,blue-collar,divorced,secondary,no,2551.0,yes,yes,cellular,22.0,jul,1408.0,2.0,,0.0,,no
16105,58.0,admin.,divorced,secondary,no,,yes,no,telephone,22.0,jul,514.0,11.0,-1.0,0.0,,no
16106,54.0,management,,tertiary,no,122.0,yes,no,cellular,22.0,jul,126.0,3.0,-1.0,0.0,,no
16107,,management,divorced,tertiary,no,0.0,no,yes,cellular,22.0,jul,,4.0,-1.0,,,no
16108,35.0,technician,,secondary,no,144.0,no,no,cellular,22.0,jul,163.0,2.0,-1.0,0.0,,no
16109,,admin.,single,secondary,no,1.0,yes,no,cellular,22.0,jul,483.0,7.0,-1.0,0.0,,no
16110,,self-employed,married,tertiary,no,0.0,yes,no,cellular,22.0,jul,,2.0,,0.0,,no
16111,39.0,admin.,married,secondary,no,651.0,yes,no,cellular,22.0,jul,608.0,3.0,-1.0,0.0,,no
16112,43.0,services,divorced,secondary,no,957.0,no,yes,cellular,22.0,jul,145.0,4.0,,0.0,,no
16113,,housemaid,,primary,no,,yes,no,cellular,22.0,jul,160.0,2.0,-1.0,,,no
16114,35.0,management,single,tertiary,no,219.0,no,no,cellular,22.0,jul,160.0,6.0,-1.0,0.0,,no
16115,31.0,blue-collar,married,primary,no,,yes,no,cellular,22.0,jul,,1.0,-1.0,0.0,,no
16116,36.0,management,,tertiary,no,348.0,no,yes,cellular,22.0,jul,307.0,1.0,-1.0,0.0,,no
16117,57.0,entrepreneur,married,,no,975.0,yes,yes,cellular,22.0,jul,236.0,4.0,,,,no
16118,29.0,management,single,secondary,no,,yes,no,cellular,22.0,jul,403.0,7.0,-1.0,0.0,,no
16119,34.0,technician,single,tertiary,no,228.0,yes,no,cellular,22.0,jul,,4.0,,0.0,,no
16120,29.0,technician,single,secondary,no,-247.0,no,yes,cellular,22.0,jul,211.0,1.0,-1.0,0.0,,no
16121,,blue-collar,,secondary,no,,yes,no,cellular,22.0,jul,,5.0,,0.0,,yes
16122,,blue-collar,,primary,no,,yes,no,cellular,22.0,jul,,1.0,-1.0,0.0,,no
16123,53.0,retired,,primary,no,3126.0,yes,no,cellular,22.0,jul,237.0,1.0,-1.0,0.0,,no
16124,45.0,blue-collar,,secondary,no,2926.0,yes,yes,cellular,22.0,jul,477.0,2.0,-1.0,0.0,,no
16125,,management,,tertiary,no,4331.0,yes,no,cellular,22.0,jul,318.0,1.0,-1.0,0.0,,no
16126,,blue-collar,divorced,secondary,no,474.0,no,no,cellular,22.0,jul,400.0,2.0,-1.0,0.0,,no
16127,,admin.,,secondary,no,,no,yes,cellular,22.0,jul,312.0,3.0,,,,no
16128,44.0,,,,no,722.0,yes,no,telephone,22.0,jul,269.0,2.0,-1.0,0.0,,no
16129,,services,,primary,no,440.0,no,yes,telephone,22.0,jul,249.0,21.0,-1.0,0.0,,no
16130,59.0,housemaid,,primary,no,,yes,no,cellular,22.0,jul,,2.0,-1.0,0.0,,no
16131,26.0,services,single,secondary,yes,0.0,no,yes,cellular,22.0,jul,240.0,10.0,,,,no
16132,42.0,technician,married,secondary,no,33.0,no,no,telephone,22.0,jul,158.0,5.0,,0.0,,no
16133,52.0,housemaid,,tertiary,no,,no,no,cellular,22.0,jul,,2.0,-1.0,0.0,,no
16134,44.0,blue-collar,,primary,no,318.0,no,no,telephone,22.0,jul,,2.0,-1.0,0.0,,no
16135,33.0,blue-collar,,secondary,no,,yes,no,cellular,22.0,jul,124.0,2.0,-1.0,0.0,,no
16136,,technician,,secondary,no,,yes,yes,cellular,22.0,jul,,2.0,-1.0,0.0,,no
16137,28.0,technician,,tertiary,no,968.0,no,yes,cellular,22.0,jul,470.0,2.0,-1.0,0.0,,no
16138,51.0,unemployed,married,tertiary,no,,yes,no,cellular,22.0,jul,168.0,4.0,-1.0,0.0,,no
16139,37.0,admin.,married,secondary,no,2991.0,yes,no,cellular,22.0,jul,139.0,3.0,-1.0,0.0,,no
16140,,admin.,single,secondary,no,507.0,yes,no,cellular,22.0,jul,,2.0,,0.0,,yes
16141,40.0,management,married,tertiary,no,995.0,yes,no,cellular,22.0,jul,96.0,2.0,-1.0,0.0,,no
16142,43.0,management,married,tertiary,no,,no,no,cellular,22.0,jul,,7.0,,0.0,,no
16143,30.0,blue-collar,married,secondary,no,,yes,yes,cellular,22.0,jul,137.0,2.0,-1.0,0.0,,no
16144,29.0,blue-collar,single,secondary,no,0.0,no,no,cellular,22.0,jul,,3.0,-1.0,0.0,,no
16145,26.0,services,married,secondary,no,,yes,yes,cellular,22.0,jul,1237.0,7.0,,0.0,,yes
16146,,management,married,secondary,no,,yes,no,cellular,22.0,jul,81.0,4.0,-1.0,0.0,,no
16147,,technician,,secondary,no,-369.0,no,no,cellular,22.0,jul,246.0,4.0,-1.0,0.0,,no
16148,28.0,management,married,secondary,no,,yes,no,cellular,22.0,jul,44.0,13.0,-1.0,0.0,,no
16149,38.0,admin.,,secondary,no,-327.0,no,no,cellular,22.0,jul,,5.0,-1.0,0.0,,no
16150,27.0,management,married,secondary,no,,yes,no,cellular,22.0,jul,493.0,5.0,-1.0,0.0,,no
16151,,management,married,tertiary,no,,yes,no,cellular,22.0,jul,,2.0,-1.0,0.0,,no
16152,33.0,technician,single,secondary,no,920.0,yes,no,cellular,22.0,jul,,4.0,-1.0,0.0,,no
16153,,admin.,,secondary,no,84.0,yes,no,cellular,22.0,jul,580.0,3.0,-1.0,0.0,,no
16154,,housemaid,divorced,primary,no,,yes,no,cellular,22.0,jul,184.0,4.0,-1.0,0.0,,no
16155,26.0,management,,secondary,no,,no,no,cellular,22.0,jul,443.0,2.0,-1.0,0.0,,no
16156,61.0,technician,married,secondary,no,50.0,yes,no,cellular,22.0,jul,213.0,5.0,-1.0,0.0,,no
16157,49.0,admin.,married,secondary,no,635.0,no,no,telephone,22.0,jul,400.0,8.0,,,,no
16158,26.0,services,,tertiary,no,238.0,yes,no,cellular,22.0,jul,156.0,3.0,-1.0,0.0,,no
16159,,blue-collar,,primary,no,,yes,no,cellular,22.0,jul,149.0,2.0,-1.0,0.0,,no
16160,56.0,entrepreneur,married,tertiary,no,693.0,no,no,cellular,22.0,jul,,5.0,,,,no
16161,,technician,,secondary,no,,yes,no,cellular,22.0,jul,503.0,7.0,,0.0,,no
16162,,management,,tertiary,no,663.0,no,yes,cellular,22.0,jul,,3.0,-1.0,0.0,,no
16163,,blue-collar,,secondary,no,-223.0,no,yes,cellular,22.0,jul,,2.0,-1.0,0.0,,no
16164,,blue-collar,,primary,no,189.0,no,yes,telephone,22.0,jul,97.0,15.0,,0.0,,no
16165,,blue-collar,,secondary,no,,no,no,cellular,22.0,jul,39.0,17.0,-1.0,0.0,,no
16166,,admin.,,secondary,no,286.0,yes,no,cellular,22.0,jul,,9.0,-1.0,0.0,,no
16167,,technician,married,secondary,no,268.0,yes,yes,cellular,22.0,jul,102.0,5.0,-1.0,0.0,,no
16168,,admin.,married,secondary,no,1396.0,yes,no,cellular,22.0,jul,,2.0,-1.0,0.0,,no
16169,26.0,management,,tertiary,no,97.0,yes,no,cellular,22.0,jul,233.0,1.0,-1.0,0.0,,no
16170,46.0,blue-collar,married,secondary,no,209.0,yes,no,cellular,22.0,jul,126.0,4.0,-1.0,0.0,,no
16171,,blue-collar,married,secondary,no,786.0,no,yes,cellular,22.0,jul,,4.0,-1.0,0.0,,no
16172,34.0,blue-collar,single,secondary,no,-199.0,no,no,cellular,22.0,jul,78.0,10.0,,0.0,,no
16173,,services,married,secondary,no,292.0,no,yes,cellular,22.0,jul,246.0,4.0,-1.0,0.0,,no
16174,,management,,tertiary,no,,no,no,cellular,22.0,jul,203.0,4.0,-1.0,0.0,,no
16175,25.0,admin.,,secondary,no,,yes,yes,cellular,22.0,jul,,3.0,-1.0,,,no
16176,50.0,admin.,married,secondary,no,,yes,yes,cellular,22.0,jul,112.0,2.0,,0.0,,no
16177,29.0,services,married,secondary,no,,no,no,cellular,22.0,jul,728.0,8.0,-1.0,0.0,,no
16178,,management,married,tertiary,no,322.0,yes,no,cellular,22.0,jul,249.0,3.0,-1.0,0.0,,no
16179,31.0,admin.,,secondary,no,-241.0,yes,no,cellular,22.0,jul,,5.0,-1.0,0.0,,no
16180,31.0,blue-collar,,secondary,no,,yes,no,cellular,22.0,jul,437.0,2.0,-1.0,,,no
16181,26.0,blue-collar,single,secondary,no,1.0,yes,no,cellular,22.0,jul,,2.0,-1.0,0.0,,no
16182,,blue-collar,,secondary,no,2071.0,no,yes,telephone,22.0,jul,1148.0,2.0,-1.0,0.0,,no
16183,,retired,,secondary,no,479.0,no,no,cellular,22.0,jul,464.0,5.0,-1.0,0.0,,no
16184,39.0,blue-collar,single,secondary,no,0.0,no,no,cellular,22.0,jul,864.0,4.0,-1.0,0.0,,yes
16185,42.0,blue-collar,,secondary,no,,yes,no,cellular,22.0,jul,188.0,3.0,-1.0,0.0,,no
16186,,technician,,secondary,no,,yes,no,cellular,22.0,jul,314.0,2.0,,0.0,,no
16187,25.0,admin.,,,no,,yes,no,cellular,22.0,jul,1037.0,8.0,-1.0,0.0,,yes
16188,34.0,blue-collar,,secondary,no,1650.0,yes,yes,telephone,22.0,jul,351.0,11.0,-1.0,0.0,,no
16189,30.0,admin.,,secondary,no,1700.0,yes,no,cellular,22.0,jul,279.0,3.0,-1.0,0.0,,no
16190,43.0,admin.,single,secondary,no,,no,no,telephone,22.0,jul,,2.0,-1.0,0.0,,no
16191,41.0,management,single,tertiary,no,336.0,yes,no,cellular,22.0,jul,162.0,3.0,-1.0,0.0,,no
16192,27.0,blue-collar,married,primary,no,,no,yes,cellular,22.0,jul,,2.0,-1.0,0.0,,no
16193,46.0,technician,,secondary,no,783.0,yes,no,cellular,22.0,jul,,4.0,-1.0,0.0,,no
16194,46.0,services,,secondary,no,-119.0,yes,no,cellular,22.0,jul,151.0,3.0,,0.0,,no
16195,35.0,services,divorced,secondary,no,543.0,yes,no,cellular,22.0,jul,,2.0,-1.0,0.0,,no
16196,42.0,blue-collar,,primary,no,,yes,no,cellular,22.0,jul,167.0,3.0,-1.0,0.0,,no
16197,48.0,technician,,tertiary,no,113.0,no,yes,cellular,22.0,jul,,1.0,-1.0,0.0,,no
16198,,blue-collar,single,secondary,no,148.0,no,no,cellular,22.0,jul,203.0,1.0,-1.0,,,no
16199,37.0,admin.,,secondary,no,1110.0,yes,no,telephone,22.0,jul,,11.0,,0.0,,yes
16200,34.0,blue-collar,married,secondary,yes,-7.0,yes,no,cellular,22.0,jul,143.0,5.0,-1.0,0.0,,no
16201,28.0,services,,tertiary,no,2474.0,yes,no,cellular,22.0,jul,262.0,1.0,-1.0,0.0,,no
16202,35.0,management,single,secondary,no,1031.0,yes,no,cellular,22.0,jul,254.0,1.0,-1.0,0.0,,no
16203,58.0,housemaid,,primary,no,,yes,yes,cellular,22.0,jul,1226.0,2.0,-1.0,,,no
16204,54.0,self-employed,,secondary,no,,yes,no,cellular,22.0,jul,,2.0,-1.0,,,no
16205,26.0,management,married,secondary,no,,yes,no,cellular,22.0,jul,,1.0,-1.0,0.0,,no
16206,53.0,admin.,,secondary,no,223.0,yes,yes,cellular,22.0,jul,534.0,1.0,-1.0,0.0,,no
16207,27.0,management,divorced,tertiary,no,148.0,no,no,cellular,22.0,jul,174.0,9.0,-1.0,0.0,,no
16208,34.0,blue-collar,married,secondary,no,246.0,yes,no,cellular,22.0,jul,532.0,1.0,-1.0,0.0,,no
16209,26.0,services,single,secondary,no,209.0,yes,no,cellular,22.0,jul,,2.0,-1.0,0.0,,no
16210,27.0,services,,secondary,no,0.0,yes,no,cellular,22.0,jul,1608.0,13.0,-1.0,,,yes
16211,52.0,technician,married,secondary,no,192.0,yes,no,cellular,23.0,jul,61.0,2.0,-1.0,0.0,,no
16212,48.0,technician,divorced,secondary,no,485.0,yes,no,cellular,23.0,jul,84.0,2.0,-1.0,0.0,,no
16213,,housemaid,married,secondary,no,,yes,yes,cellular,23.0,jul,,13.0,-1.0,0.0,,no
16214,36.0,technician,divorced,tertiary,no,,no,no,cellular,23.0,jul,,8.0,,0.0,,no
16215,25.0,technician,single,secondary,no,,yes,no,cellular,23.0,jul,,5.0,-1.0,0.0,,no
16216,28.0,management,,tertiary,no,466.0,yes,no,cellular,23.0,jul,,2.0,-1.0,,,no
16217,53.0,management,,,no,,yes,no,cellular,23.0,jul,,3.0,-1.0,0.0,,no
16218,,technician,single,tertiary,no,,yes,no,cellular,23.0,jul,285.0,2.0,-1.0,0.0,,no
16219,56.0,technician,married,secondary,no,205.0,no,yes,cellular,23.0,jul,442.0,2.0,,0.0,,no
16220,,services,married,secondary,no,2362.0,yes,yes,cellular,23.0,jul,,4.0,-1.0,0.0,,no
16221,30.0,admin.,,secondary,no,98.0,yes,no,cellular,23.0,jul,100.0,5.0,-1.0,0.0,,no
16222,,admin.,,secondary,no,,yes,yes,cellular,23.0,jul,218.0,2.0,,0.0,,no
16223,,housemaid,married,secondary,no,,yes,yes,cellular,23.0,jul,,3.0,-1.0,0.0,,no
16224,31.0,blue-collar,single,primary,no,,yes,no,cellular,23.0,jul,40.0,8.0,,0.0,,no
16225,44.0,blue-collar,married,primary,no,-89.0,no,yes,cellular,23.0,jul,,4.0,-1.0,0.0,,no
16226,,technician,single,secondary,no,-522.0,yes,yes,cellular,23.0,jul,89.0,6.0,-1.0,,,no
16227,,management,married,tertiary,no,,yes,yes,cellular,23.0,jul,75.0,10.0,-1.0,0.0,,no
16228,,retired,married,tertiary,no,,no,yes,cellular,23.0,jul,,5.0,-1.0,,,no
16229,,blue-collar,single,primary,no,354.0,no,no,cellular,23.0,jul,,8.0,-1.0,0.0,,no
16230,25.0,management,,secondary,no,2228.0,yes,no,cellular,23.0,jul,,1.0,-1.0,0.0,,yes
16231,,management,married,tertiary,no,176.0,yes,no,cellular,23.0,jul,123.0,1.0,-1.0,0.0,,no
16232,,technician,married,secondary,no,,no,no,cellular,23.0,jul,364.0,2.0,-1.0,0.0,,no
16233,,services,,secondary,no,,no,yes,cellular,23.0,jul,194.0,1.0,-1.0,,,no
16234,50.0,services,,secondary,no,294.0,no,no,cellular,23.0,jul,73.0,1.0,-1.0,0.0,,no
16235,29.0,technician,,tertiary,no,48.0,yes,no,cellular,23.0,jul,164.0,1.0,-1.0,0.0,,no
16236,,admin.,married,secondary,no,295.0,yes,no,cellular,23.0,jul,,1.0,,0.0,,no
16237,,unemployed,divorced,secondary,no,-214.0,yes,no,cellular,23.0,jul,73.0,1.0,-1.0,0.0,,no
16238,46.0,blue-collar,,secondary,no,0.0,yes,no,cellular,23.0,jul,122.0,1.0,-1.0,0.0,,no
16239,27.0,services,,secondary,no,2526.0,yes,no,cellular,23.0,jul,500.0,3.0,-1.0,0.0,,no
16240,,management,,tertiary,no,99.0,yes,no,cellular,23.0,jul,,1.0,-1.0,0.0,,no
16241,40.0,services,divorced,secondary,no,-81.0,no,yes,cellular,23.0,jul,186.0,1.0,,0.0,,no
16242,51.0,services,,secondary,no,-709.0,yes,yes,telephone,23.0,jul,,1.0,,0.0,,no
16243,,blue-collar,,primary,no,0.0,yes,no,cellular,23.0,jul,,1.0,,0.0,,no
16244,37.0,management,married,tertiary,no,1066.0,yes,no,cellular,23.0,jul,181.0,1.0,,0.0,,no
16245,,services,married,secondary,no,,yes,no,telephone,23.0,jul,175.0,1.0,-1.0,0.0,,no
16246,41.0,admin.,,tertiary,no,982.0,no,no,cellular,23.0,jul,105.0,1.0,-1.0,0.0,,no
16247,46.0,management,,tertiary,no,2166.0,yes,no,cellular,23.0,jul,870.0,1.0,-1.0,0.0,,yes
16248,,technician,married,secondary,no,2342.0,no,yes,telephone,23.0,jul,226.0,1.0,-1.0,0.0,,no
16249,,management,single,tertiary,no,370.0,no,no,cellular,23.0,jul,141.0,1.0,-1.0,0.0,,no
16250,49.0,entrepreneur,married,secondary,no,273.0,no,no,cellular,23.0,jul,,1.0,-1.0,0.0,,no
16251,50.0,technician,,secondary,no,3263.0,yes,no,cellular,23.0,jul,115.0,1.0,-1.0,0.0,,no
16252,,retired,,primary,no,630.0,yes,no,cellular,23.0,jul,177.0,2.0,-1.0,0.0,,no
16253,34.0,technician,married,secondary,no,,yes,no,cellular,23.0,jul,429.0,1.0,-1.0,0.0,,no
16254,34.0,admin.,married,secondary,no,804.0,yes,no,cellular,23.0,jul,,9.0,-1.0,0.0,,no
16255,,blue-collar,,secondary,no,0.0,yes,no,telephone,23.0,jul,157.0,4.0,-1.0,,,no
16256,41.0,management,,tertiary,no,,yes,no,cellular,23.0,jul,285.0,3.0,,0.0,,no
16257,41.0,technician,,secondary,no,0.0,no,yes,cellular,23.0,jul,,1.0,,0.0,,no
